,0.01,0.05,0.1,0.25,0.5,0.75,1
exact,3.081232492997199,37.04481792717087,57.84313725490196,67.71708683473389,72.82913165266106,73.59943977591037,76.26050420168067
f1,14.788618654691733,62.27407891680708,77.60080903237798,83.63030113354483,87.1436431363024,87.58954754415547,89.21114446129437
total,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0
HasAns_exact,3.081232492997199,37.04481792717087,57.84313725490196,67.71708683473389,72.82913165266106,73.59943977591037,76.26050420168067
HasAns_f1,14.788618654691733,62.27407891680708,77.60080903237798,83.63030113354483,87.1436431363024,87.58954754415547,89.21114446129437
HasAns_total,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0
best_exact,3.081232492997199,37.04481792717087,57.84313725490196,67.71708683473389,72.82913165266106,73.59943977591037,76.26050420168067
best_exact_thresh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
best_f1,14.788618654691733,62.27407891680708,77.60080903237798,83.63030113354483,87.1436431363024,87.58954754415547,89.21114446129437
best_f1_thresh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
