,0.01,0.05,0.1,0.25,0.5,0.75,1
exact,3.991596638655462,53.15126050420168,59.03361344537815,67.08683473389355,70.65826330532212,71.77871148459384,73.8795518207283
f1,12.785921460217004,72.32621321765548,75.96562276908776,81.84877239720237,85.39672124500244,86.37297478055578,86.9571373561718
total,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0
HasAns_exact,3.991596638655462,53.15126050420168,59.03361344537815,67.08683473389355,70.65826330532212,71.77871148459384,73.8795518207283
HasAns_f1,12.785921460217004,72.32621321765548,75.96562276908776,81.84877239720237,85.39672124500244,86.37297478055578,86.9571373561718
HasAns_total,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0,1428.0
best_exact,3.991596638655462,53.15126050420168,59.03361344537815,67.08683473389355,70.65826330532212,71.77871148459384,73.8795518207283
best_exact_thresh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
best_f1,12.785921460217004,72.32621321765548,75.96562276908776,81.84877239720237,85.39672124500244,86.37297478055578,86.9571373561718
best_f1_thresh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
