,0.01,0.05,0.1,0.25,0.5,0.75,1
exact,25.149700598802394,28.74251497005988,22.15568862275449,25.149700598802394,20.35928143712575,8.383233532934131,4.790419161676646
f1,26.99615431892813,28.74251497005988,22.15568862275449,25.149700598802394,20.35928143712575,8.383233532934131,4.790419161676646
total,167.0,167.0,167.0,167.0,167.0,167.0,167.0
HasAns_exact,25.149700598802394,28.74251497005988,22.15568862275449,25.149700598802394,20.35928143712575,8.383233532934131,4.790419161676646
HasAns_f1,26.99615431892813,28.74251497005988,22.15568862275449,25.149700598802394,20.35928143712575,8.383233532934131,4.790419161676646
HasAns_total,167.0,167.0,167.0,167.0,167.0,167.0,167.0
best_exact,25.149700598802394,28.74251497005988,22.15568862275449,25.149700598802394,20.35928143712575,8.383233532934131,4.790419161676646
best_exact_thresh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
best_f1,26.99615431892813,28.74251497005988,22.15568862275449,25.149700598802394,20.35928143712575,8.383233532934131,4.790419161676646
best_f1_thresh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
