,0.01,0.05,0.1,0.25,0.5,0.75,1
exact,4.59866220735786,36.62207357859532,36.49665551839465,46.98996655518395,52.46655518394649,53.302675585284284,57.14882943143812
f1,10.563827878895145,56.36143253527987,54.86259812695366,66.91376192516731,72.33614715834922,73.06973933923486,75.22476188966787
total,2392.0,2392.0,2392.0,2392.0,2392.0,2392.0,2392.0
HasAns_exact,4.59866220735786,36.62207357859532,36.49665551839465,46.98996655518395,52.46655518394649,53.302675585284284,57.14882943143812
HasAns_f1,10.563827878895145,56.36143253527987,54.86259812695366,66.91376192516731,72.33614715834922,73.06973933923486,75.22476188966787
HasAns_total,2392.0,2392.0,2392.0,2392.0,2392.0,2392.0,2392.0
best_exact,4.59866220735786,36.62207357859532,36.49665551839465,46.98996655518395,52.46655518394649,53.302675585284284,57.14882943143812
best_exact_thresh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
best_f1,10.563827878895145,56.36143253527987,54.86259812695366,66.91376192516731,72.33614715834922,73.06973933923486,75.22476188966787
best_f1_thresh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
